index,artist,title,mood,Lyrics
1373,ML1374,Nick Cave and the Bad Seeds,Lovely Creature,sad,"There she stands, this lovely creature
There she stands, there she stands
With her hair full of ribbons
And green gloves on her hands

So I asked this lovely creature
Yes, I asked, yes I asked
Would she walk with me a while
Through this night so fast

She took my hand, this lovely creature
""Yes"", she said, ""Yes"", she said
""Yes, I'll walk with you a while""-
It was a joyful man she led

Over hills, this lovely creature
Over mountains, over ranges
By great pyramids and sphinxes
We met drifters and strangers

Oh, the sands, my lovely creature
And the mad, moaning winds
At night the deserts writhed
With diabolical things

Through the night, through the night
The wind lashed and it whipped me
When I got home, my creature
Was no longer with me

Somewhere she lies, this lovely creature
Beneath the slow drifting sands
With her hair full of ribbons
And green gloves on her hands"
1374,ML1375,Wu-Tang Clan,Impossible,sad,"(Feat. Tekitha)

(RZA) Yo... check check it
(Tekitha) You can never defeat
(RZA) Yo check the method of this shit right here one time
(Tekitha) The Gods
(RZA) Sparkin your braincells to the upmost
(Tekitha) Impossible
(RZA) Unlimited epidemics bein spread
(Tekitha) You can never defeat
(RZA) You know, we try and add on for y'all niggas
(Tekitha) The Gods
(RZA) Yo, yo

Verse One: RZA

Fusion of the five elements, to search for the higher intelligence
Women walk around celibate, livin' irrelevant
The most benelovent king, communicatin through your dreams
Mental pictures been painted, Allah's heard and seen
Everywhere, throughout your surroundin atmosphere
Troposphere, thermosphere, stratosphere
Can you imagine from one single idea, everything appeared here
Understanding makes my truth, crystal clear
Innocent black immigrants locked in housing tenemants
Eighty-Five percent tenants depend on welfare recipients
Stapleton's been stamped as a concentration camp
At night I walk through, third eye is bright as a street lamp
Electric microbes, robotic probes
Taking telescope pictures of globe, babies getting pierced with microchips
Stuffed inside their earlobes, then examined
Blood contaminated, vaccinated, lives fabricated
Exaggerated authorization, Food and Drug Administration
Testin poison in prison population
My occupation to stop the innauguration of Satan
Some claim that it was Reagan, so I come to slay men
Like Bartholemew, cause every particle is physical article
Was diabolical to the last visible molecule
A space night like Rom, consume planets like Unicron
Blasting photon bombs from the arm like Galvatron

Verse Two: U-God

United Nations, gun fire style patient
Formulatin rap plural acapella occupation
Conquer land like Napoleon, military bomb fest
We want sanitary food, planetary conquest
Thug peoples on some hardco' body shit
Get your shit together 'fore the fuck Illuminati hit
Dreams is free in escape of sleep
For a fool peep jewels, keep tools for tough time
The rule of rough mind, elevate, stay behind
The sun gotta shine, keep on, cremate
The whole Babylon, times up, move on
Kings on your pawn, checkmate, no fakes
Opposed through the gate, case closed
Things get froze, when it comes time, chosen ones
Were holding guns, we take flight with no fright
And attack, never fear cause our words is clear
What's been done can't be undone Son, we can't care
Cause the last days and times are surely here
Snakes and flakes get blown, by the rightous ones
Divine minds bind, we unified as one
Half of black hope, we half broke, smoke a bowl of weed shit
Our everlastin answers stay flyin over Egypt

Chorus: Tekitha

For you to defeat, the Gods
Impossible, you can never... defeat
The Gods, impossible
For you to defeat, the Gods

Verse Three: Ghostface Killah

Call an ambulance, Jamie been shot, word to Kemit
Don't go Son, nigga you my motherfuckin heart
Stay still Son, don't move, just think about Keeba
She'll be three in January, your young God needs you
The ambulance is taking too long
Everybody get the fuck back, excuse me bitch, gimme your jack
One, seven one eight, nine one one, low battery, damn
Blood comin' out his mouth, he bleedin badly
Nah Jamie, don't start that shit
Keep your head up, if you escape hell we gettin' fucked up
When we was eight, we went to Bat Day to see the Yanks
In Sixty-Nine, his father and mines, they robbed banks
He pointed to the charm on his neck
With his last bit of energy left, told me rock it with respect
I opened it, seen the God holdin' his kids
Photogenic, tears just burst out my wig
Plus he dropped one, oh shit, here come his Old Earth
With no shoes on, screamin holdin' her breasts with a gown on
She fell and then lightly touched his jaw, kissed him
Rubbed his hair, turned around the ambulance was there
Plus the blue coats, Officer Lough, took it as a joke
Weeks ago he strip-searched the God and gave him back his coke
Bitches yellin', Beenie Man swung on Helen
In the back of a cop car, dirty tarts are tellin'
But suddenly a chill came through it was weird
Felt like my man, was cast out my heaven now we share
Laid on the stretcher, blood on his Wally's like ketchup
Deep like the full assassination with a sketch of it
It can't be, from Yohoo to Lee's
Second grade humped the teachers, about to leave
Finally this closed chapter, comes to an end
He was announced, pronounced dead, y'all, at twelve ten

Outro: Raekwon and Tekitha

Now what my man is trying to tell y'all
Is that across the whole globe (you can never)
The murder rates is increasin, and we decreasin (you can never)
So at the same time, when you play with guns
When you play with guns Son (you can never defeat)
That causes the conflict of you goin' against your own (the Gods)
You hear me, so let's pay attention
Straight up and down, cause this is only a story
From the real"
1375,ML1376,Maanam,Wyjątkowo zimny maj,sad,"Dzien za dniem pada deszcz,
Slonce spi, nie ma cie,
Jest mi bardzo, bardzo zle.
Zimny kraj, zimny maj,
Koty spia, miasto spi,
Czarodziejskie snia sie sny.
W moim snie, cudownym snie,
Tylko kocham kocham, kocham,
Bawie sie, la la, la la!
W moim snie, cudownym snie,
Tylko kocham kocham, kocham,
Bawie sie, la la, la la!
W moim snie, cudnym snie,
Przez zielonosc wolno plyniesz
I do brzegu zblizasz sie.
Cudny kraj, cudny maj,
Slonce mruzy twoje oczy
Gdy calujesz, piescisz mnie.
W moim snie, cudownym snie,
Tylko kocham kocham, kocham,
Bawie sie, la la, la la!
W moim snie, cudownym snie,
Tylko kocham kocham, kocham,
Bawie sie, la la, la la!
W moim snie, cudownym snie,
Tylko kocham kocham, kocham,
Bawie sie, la la, la la!
W moim snie, cudownym snie,
Tylko kocham kocham, kocham,
Bawie sie, la la, la la!"
1376,ML1377,Good Shoes,The Photos On My Wall,happy,"The photos on my wall
The glow of the off switch
It's so good to hear your voice
As a stolen guitar falls

I don't think before I speak
I break you're heart

Just waiting for your turn to speak
Everyone's got an opinion
I stair and nod my head
And leave straight when it finishes

I think I could do better
So arrogant

You read and it makes no sense
Don't understand a single word he says
My head hurts from being on the phone
And my ears are ringing from the night before

I don't think before I speak
I break you're heart
I think I could do better
So arrogant"
1377,ML1378,Lamb of God,Walk with Me in Hell,angry,"Pray for blood
Pray for the cleansing
Pray for the flood
Pray for the end of this nightmare
This lie of a life can as quickly as it came dissolve
We seek only reprieve and welcome the darkness
The myth of a meaning so lost and forgotten (forgotten)

Take hold of my hand
For you are no longer alone
Walk with me in Hell

Pray for solace
Pray for resolve
Pray for a savior
Pray for deliverance, some kind of purpose
A glimpse of a light in this void of existence

Now witness the end of an age
Hope dies in hands of believers
Who seek the truth in the liar's eye

Take hold of my hand
For you are no longer alone
Walk with me in Hell

Walk with me in Hell
Walk with me in Hell
Walk with me in Hell
Walk with me in Hell
Walk with me in Hell

Take hold of my hand
For you are no longer alone
Walk with me in Hell
Walk with me in Hell
Walk with me in Hell
You're never alone
You're never alone
You're never alone
You're never alone
You're never alone
Walk with me in Hell"
1378,ML1379,The Brian Setzer Orchestra,Since I Don't Have You,sad,"Written by J. Rock, W. Lester, J. Beaumont, J. Verscharen, and J. Vogel

I don't have plans and schemes
And I don't have hopes and dreams
Baby, I just don't have anything
Since I don't have you

I don't have fond desires
And I don't have happy hours
Baby, I just don't have anything, anything
Since I don't have you, I don't have you

I don't have happiness
And I guess I never will ever again
When you walked out on me
In walked old misery
And he's been here since then



I don't have love to share
And I don't have one who cares
Baby, I just don't have anything
Since I don't have you, I don't have you

I don't have happiness
And I guess I never will ever again
When you walked out on me
In walked old misery
And he's been here since then

I don't have love to share
And I don't have one who cares
Baby, I just don't have anything
Since I don't have you"
1379,ML1380,Jenny Owen Youngs,Keys Out Lights On,relaxed,"I kick you like a dog that never gets fed
Kick you like a dog that never gets fed
I trust you with my words like you're my friend

I've got so much 
Stowed away down there
I've got so much 
Stowed away down there

You were all for what I had like it's worth something
All for what I had like it's worth something
You lean into me 'cause you know that you can

Keys out, lights on 
No one waiting
Keys out, lights on 
No one waiting

Now I give you my lies, all smudged with ink
Give you my lies all smuged with ink
You see right through because I am nothing

No more questions
I surrender
No more questions
I surrender"
1380,ML1381,Kosheen,Under Fire,sad,"Looking out the window
It's beautiful out there
Give me reasons to remember
Summer trees are stripped and almost bare
It's late September
Call the sun to kiss it better
Thank God for understanding

It seemed that we were on the youth
It looked like you were under fire
And all the love was never true
The more that we refused to fight
It seemed that I was never right
Walking another sleepless dream
And now everything I leave behind
I leave for you

Look into the mirror, what am I?
A frightened creature locked inside
My mother's hair, my father's eyes
Memories, time rearranged for you
Is everything changed for you?
Do they make it better?
Thank God for understanding

It seemed that we were on the youth
It looked like you were under fire
It seemed that love was never true
The more that we refused to fight
I know that I was never right
Walking another sleepless dream
And everything I leave behind
I leave for you"
1381,ML1382,Ella Fitzgerald,I Get A Kick Out Of You,relaxed,"My story is much to sad to be told
But practically everything leaves me totally cold
The only exception I know is the case
When I'm out on a quiet spree, fighting vainly the old ennui
And I suddenly turn and see
Your fabulous face

I get no kick from champagne
Mere alcohol doesn't thrill me at all
So tell me why should it be true
That I get a kick out of you

Some get a kick from cocaine
I'm sure that if I took even one sniff
That would bore me terrifically too
But I get a kick out of you
I get a kick every time I see you standing there before me
I get a kick though it's clear to me, you obviously don't adore me
I get no kick in a plane
Flying too high with some guy in the sky
Is my idea of nothing to do
Yet I get a kick out of you"
1382,ML1383,Marilyn Manson,Born Again,angry,"Do you or don't you want this to be your song?
It doesn't take a rebel to sing along
This art is weak in its pretty, pretty frame
And I am a monkey with a misspelled name

""I'll put down your disco
And take you heart away
I'll put down your disco
And take your heart away""
I am born again

I'm someone else, I'm someone new
I'm someone stupid just like you
I'm someone else, I'm someone new
I'm someone stupid just like you

Do you or don't you want to take this hit?
Does it make you feel like you're a part of ""it""?

""I'll put down your disco
And take you heart away
I'll put down your disco
And take your heart away""
I am born again

I'm someone else, I'm someone new
I'm someone stupid just like you
I'm someone else, I'm someone new
I'm someone stupid just like you

The Valley of the Dolls is
The Valley of the Dead
The Valley of the Dolls is
The Valley of the Dead

I'm someone else, I'm someone new
I'm someone stupid just like you
I'm someone else, I'm someone new
I'm someone stupid just like you

""I'll put down your disco
And take you heart away
I'll put down your disco
And take your heart away""

I am born again
I am born again
I am born again
I am born again"
1383,ML1384,Isis,In Fiction,sad,"Through fiction we saw the birth
Of futures yet to come
Yet in fiction lay the bones
Ugly in their nakedness

Yet under this mortal sun
We cannot hide ourselves"
1384,ML1385,Sophie Zelmani,I'd Be Broken,relaxed,"Darling, hold on to my love
Hold on to my touch
A little bit more
For all affection
That I've grudged you
For all loads I let you carry
I owe you

Ashamed to be someone
Who took you for granted
Who took and demanded
The whole of you

So darling, hold on to my love
Hold on to my touch
A little bit more

'Cause I'd be broken
I'd be broken
I'd be broken, without you

All the visions
Would mean nothing
I need your touching
Getting to my soul

So darling, hold on to my love
Hold on to my touch
A little bit more

'Cause I'd be broken
I'd be broken
I'd be broken, without you

From now on, I'll always share my loving mind
I'll put my heart into your soul
I'll be tender, I'll defend for you
I'll give it all, that belongs to you

'Cause I'd be broken
I'd be broken
I'd be broken, without you

'Cause I'd be broken
I'd be broken
I'd be broken, without you"
1385,ML1386,50 Cent,Ski Mask Way,angry,"Yeah
I'm Tryin' to catch me sumthin
I'ma catch you sumthin


Nigga that watch is nice
That's what you bought for me
That chain is nice
That's what you bought for me
Them earrings is nice
That's what you bought for me?
Take that shit off, move I'll break you off properly

I get mine the fast way, ski mask way
Make money
Make money, money, money
Nigga if you ask me
It's the only way
Take money
Take money, money, money

You wanna spray at me? Go head
The last nigga that tried
Got hit, keeled over, and bled till he died
Ya little sister callin you stupid
Reason why?
Her and ya momma in the livin' room now hog-tied
I came up wit two new ways to get rich I can't wait
Got a brand new cig and that old thirty eight
I be scheming to put a lil' bread on my plate
Watchin Dre serve skunk through the hole in the gate
I stick a nigga for his shine sell em' back the next day
You thought I really wanted your pussy, bitch please
This is stash house, jack pot, leave her them keys
My black g-unit hoody just reaked of marijuana
Cocaine coming out my pores in the summer
I'm serious man I'm so sincere
This the flow right here that fucked up Jeffery's career
Make money, take money
Yeah nigga yeah


Nigga that watch is nice
That's what you bought for me
That chain is nice
That's what you bought for me
Them earrings is nice


That's what you bought for me?
Take that shit off, move I'll break you off properly

I get mine the fast way, ski mask way
Make money
Make money, money, money
Nigga if you ask me
It's the only way
Take money
Take money, money, money


Whos dat peepin in my window
Wow
The feds on me now
They know when I'm sleeping
They know when I'm wake
I know they got my phone taped I'm screamin fuck jake
I'm tryin' to stay out them pens, so I switch states
Bad news V-A now that sounds great
I see niggas wit that ice on, rims shined up
This towns one big pussy waitin to get fucked
I holla at A-I peoples to get gats
They charged me 500 a piece for two macs
Then I'm back doin' me
I'm back out on a spree
Catch me 'n' niggas slippin out pumpin dat D
Give me a lil' crew I'll have em' pumpin for me
The more product I take the more paper we see
Change my name in N-Y they don't know where I be
Yeah a nigga doin' dirt but a nigga low key


Nigga that watch is nice
That's what you bought for me
That chain is nice
That's what you bought for me
Them earrings is nice
That's what you bought for me?
Take that shit off, move I'll break you off properly

I get mine the fast way, ski mask way
Make money
Make money, money, money
Nigga if you ask me
It's the only way
Take money
Take money, money, money"
1386,ML1387,N.W.A,Gangsta Gangsta,angry,"Ice Cube:
Here's a little somethin' 'bout a nigga like me
Never shoulda been let out the penititary
Ice Cube would like ta say
That I'm a crazy mutha fucka from around the way
Since I was a youth, I smoked weed out
Now I'm the mutha fucka that ya read about
Takin' a life or two
That's what the hell I do, you don't like how I'm livin'
Well fuck you!
This is a gang, and I'm in it
My man Dre'll fuck you up in a minute
With a right left, right left you're toothless
And then you say goddamn they ruthless!
Everwhere we go they say [damn!]
N W A's fuckin' up tha program
And then you realize we don't care
We don't just say no, we to busy sayin' yeah!
To drinkin' straight out the eight bottle
Do I look like a mutha fuckin' role model?
To a kid lookin' up ta me
Life ain't nothin' but bitches and money.
'Cause I'm tha type o' nigga that's built ta last
If ya fuck wit me I'll put a foot in ya ass
See I don't give a fuck 'cause I keep bailin
Yo, what the fuck are they yellin'

Gangsta, Gangsta! That's what they're yellin'
""It's not about a salary, it's all about reality"" - KRS One
Gangsta, Gangsta! That's what they're yellin'
""Hopin you sophisticated motherfuckers hear what I have to say""

Ice Cube:
When me and my posse stepped in the house
All the punk-ass niggaz start breakin out
Cause you know, they know whassup
So we started lookin' for the bitches with the big butts
Like her, but she keep cryin
""I got a boyfriend"" bitch stop lyin'
Dumb-ass hooker ain't nuttin but a dyke
Suddenly I see, some niggaz that I don't like
Walked over to em, and said, ""Whassup?""
The first nigga that I saw, hit 'em in the jaw
Ren started stompin em, and so did E
By that time got rushed by security
Out the door, but we don't quit
Ren said, ""Let's start some shit!""
I got a shotgun, and here's the plot
Takin' niggaz out with a flurry of buckshots
Boom boom boom, yeah I was gunnin
And then you look, all you see is niggaz runnin'
And fallin' and yellin' and pushin and screamin
And cussin, I stepped back, and I kept bustin'
And then I realized it's time for me to go
So I stopped, jumped in the vehicle
It's like this, because of that who-ride
N.W.A. is wanted for a homicide
'Cause I'm the type of nigga that's built to last
Fuck wit me, I'll put my foot in your ass
See I don't give a fuck, 'cause I keep bailin
Yo, what the fuck are they yellin'?

Gangsta, Gangsta! That's what they're yellin'
""It's not about a salary, it's all about reality"" - KRS One
Gangsta, Gangsta! That's what they're yellin'
""He'll tell you exactly how he feel, and don't want a fuckin' thing back""

Ice Cube:
Homies all standin around, just hangin'
Some dope-dealin', some gang-bangin'
We decide to roll and we deep
See a nigga on Dayton's and we creep
Real slow, and before you know
I had my shotgun pointed in the window
He got scared, and hit the gas
Right then, I knew I has to smoke his ass
He kept rollin', I jumped in the bucket
We couldn't catch him, so I said fuck it
Then we headed right back to the fort
Sweatin all the bitches in the biker shorts
We didn't get no play, from the ladies
With six niggaz in a car are you crazy?
She was scared, and it was showin
We all said ""fuck you bitch!"" and kept goin'
To the hood, and we was fin to
Find somethin' else to get into
Like some pussy, or in fact
A bum rush, but we call it rat pack
On a nigga for nuttin at all
Ice Cube'll go stupid when I'm full of eight ball
I might stumble, but I won't lose
Now I'm dressed in the county blues
'Cause I'm the type of nigga that's built to last
If you fuck wit me, I'll put my foot in your ass
I don't give a fuck, 'cause I keep bailin
Yo, what the fuck are they yellin'?

Ice Cube, Dr. Dre:
(Wait a minute, wait a minute, cut this shit)
{Man whatcha gonna do now?}
""What we're gonna do right here is go way back""
(How far you goin' back?)
""Way back""
""As we go a lil somethin' like this"" - Slick Rick

Here's a lil gangsta, short in size
A t-shirt and Levi's is his only disguise
Built like a tank yet hard to hit
Ice Cube and Eazy E cold runnin' shit

Eazy E, MC Ren:
Well I'm Eazy E the one they're talkin' about
Nigga tried to roll the dice and just crapped out
Police tried to roll, so it's time to go
I creeped away real slow and jumped in the six-fo'
Wit the ""Diamond in the back, sun-roof top""
Diggin the scene with the gangsta lean
'Cause I'm the E, I don't slang or bang
I just smoke motherfuckers like it ain't no thang
And all you bitches, you know I'm talkin' to you
""We want to fuck you Eazy!"" I want to fuck you too
Cause you see, I don't really take no shit
(So let me tell you motherfuckers who you're fuckin' with)
'Cause I'm the type of nigga that's built to last
If you fuck wit me, I'll put my foot in your ass
I don't give a fuck, 'cause I keep bailin
Yo, what the fuck are they yellin'?

Gangsta, Gangsta! That's what they're yellin'
""It's not about a salary, it's all about reality"" - KRS One
Gangsta, Gangsta! That's what they're yellin'
""He'll fuck up you and yours, and anything that gets in his way""

Gangsta, Gangsta! That's what they're yellin'
""It's not about a salary, it's all about reality"" - KRS One
Gangsta, Gangsta! That's what they're yellin'
""He'll just call you a low-life motherfucker, and talk about your funky ways"""
1387,ML1388,My Dying Bride,Grace Unhearing,sad,"Falling, drowning, deeper and forever
Choking, sinking, deeper into this ocean
Screaming, crying for someone to save me
Reaching, hoping, calling to no one

My only sin
Was to kill a man
Deep was my pain
But I'd do the same again
Beat it out, out of me, cut me up and watch me bleed
Strike me down, cast me out
Throw me into the ocean's mouth
My only prayer
Was to a God
Who I don't believe
But all the same, I'm on my knees
Beat it out, out of me, cut me up and watch me bleed
Strike me down, cast me out
Throw me into the Devil's mouth

Bleeding, weeping, calling to no one
Pleading, alimghty, why can't you hear me

My only sin
Was to kill a man
Deep was my pain
But I'd do the sam again
Beat it out, out of me, cut me up and watch me bleed
Strike me down, cast me out
Throw me into my own mouth

Take me away
To a better place
Far from anyone
By myself and leave a gun
Beat it out, out of me, cut me up and watch me bleed
Strike me down, cast me out
Throw me into my Saviour's mouth"
1388,ML1389,Portishead,Magic Doors,sad,"I can't deny what I've become
I'm just emotionally undone
I can't deny, I can't be someone else

When I have tried to find the words
To describe this sense absurd
Try to resist my thoughts, but I can't lie

I'm losing myself
My desire I can't have
No reason am I for

I can't divide or hide from me
I don't know who I'm meant to be
I guess it's just the person that I am

Often I've dreamt that I don't wait
Enjoy the gift of my mistake
But yet again I'm wrong, and I confess

I'm losing myself
My desire I can't have
No reason am I for

I'm losing myself
My desire I can't have
No reason am I for"
1389,ML1390,Ice Cube,How to Survive in South Central,angry,"""And now, the wondrous world of..""
""Hey, come to Los Angeles!
You and your family can have peace and tranquility.
Enjoy the refinement..""
""Hey Bone, hey nigga where you at though?""
""Hello, my name is Elaine --
And I'll be your tour guide through South Central Los Angeles""

How to survive in South Central (what you do?)
A place where bustin' a cap is fundamental
No, you can't find the shit in a handbook
Take a close look, at a rap crook
Rule number one: get yourself a gun
A nine in your ass'll be fine
Keep it in your glove compartment
'Cause jackers (yo) they love to start shit
Now if you're white you can trust the police
But if you're black they ain't nothin' but beasts
Watch out for the kill
Don't make a false move and keep your hands on the steering wheel
And don't get smart
Answer all questions, and that's your first lesson
On stayin' alive
In South Central, yeah, that's how you survive
""Hi this is Elaine again.
Are you enjoying your stay in South Central Los Angeles,
Or is somebody taking your things? Have you witnessed a drive-by?
Okay, make sure you have your camcorder ready
To witness the extracurricular activities on blacks by the police,
So you and your family can enjoy this tape, over and over again.""
""This is Los Angeles."" ""This is Los Angeles.""

Rule number two: don't trust nobody
Especially a bitch, with a hooker's body
'Cause it ain't nuttin' but a trap
And females'll get jacked and kidnapped
You'll wind up dead
Just to be safe don't wear no blue or red
'Cause most niggaz get got
In either L.A., Compton or Watts
Pissed-off black human beings
So I think you better skip the sight-seeing
And if you're nuttin but a mark
Make sure that you're in before dark
But if you need some affection mate
Make sure the bitch ain't a section eight
'Cause if so that's a monkey-wrench hoe
And you won't survive in South Central
""Now you realize it's not all that it's cracked up to be.
You realize that it's fucked up!
It ain't nothin' like the shit you saw on TV
Palm trees and blonde bitches?
I'd advise to you to pack your shit and get the fuck on;
Punk motherfucker!""
And you need your ass straight smoked
Yo I wanna say whassup to DJ Chilly Chill
Sir Jinx, aiyyo Cube these motherfuckers don't know what time it is
So show these motherfuckers what's happenin'
Tell these motherfuckers, don't fuck around in South Central
God damnit!

Rule number three: don't get caught up
'Cause niggaz are doing anything that's thought up
And they got a vice
On everything from dope, to stolen merchandise
We discern
'Cause South Central L.A., is one big yearn
Waitin' for a brother like you to catch a disease
And start slangin' ki's
To an undercover or the wrong brother
And they'll smother, a out of town motherfucker
So don't take your life for granted
'Cause it's the craziest place on the planet
In L.A. heroes don't fly through the sky of stars
They live behind bars
So everybody's doin' a little dirt
And it's the youngsters puttin' in the most work
So be alert and stay calm
As you enter, the concrete Vietnam
You say, the strong survive
Shit, the strong even die, in South Central
Yeah you bitches, you think I forgot about your ass,
You tramp-ass hoes? You better watch out.
And for you so called baller-ass niggaz,
You know what time it is. South Central ain't no joke.
Got to keep your gat at all times motherfuckers.
Better keep one in the chamber and nine in the clip god damnit.
You'll sho' get got, just like that.
This ain't no joke motherfuckers.
Now I wanna send a shout-out to E-Dog, the engineer,
Puttin' his two cents in...
""This is Los Angeles."""
1390,ML1391,Ricky Martin,La Bomba,happy,"La Bombaaaa...

Es una bebida
Que va cambiando tu vida
Una gotita de nada
Te vuelve loca
Loca divertida
Agua de risa
Con unas gotas de rosa
Y una aceituna sabrosa
Y en lo caliente (Súbelo, Súbelo)
Esa es La Bomba

Muevete mamita
Que me vuelvo loco
Emborrachadita de La Bomba estás
Cosa linda, cosa mona
Sube sube que la bomba va
Bum bum
Dando media vuelta
Bum bum
Otra vuelta más
Bum bum
En cada esquina
Nena dame más (a la bin bum ban)
(Muevelo, Muevelo)

Dando media vuelta
Bum bum
Otra vuelta más (muevelo, muevelo)
Bum bum
En cada esquina
Nena dame más (bum bum,a la bin bum ban)

Que noche movida
Intensamente vivida
Te vas quedando colgada
Inofensiva
Pura enamorada
Mira guapa
Sale volando la ropa
Sigue bailando (menealo, menealo) la luna
Luna gatuna (súbelo, súbelo)
Esa es La Bomba

Muevete mamita
Que me vuelvo loco
Emborrachadita de La Bomba estás
Cosa linda, cosa mona
Sube sube que la bomba va (muevelo,muevelo)
Bum bum
Dando media vuelta
Bum bum
Otra vuelta más (muevelo, muevelo)
Bum bum
Y en cada esquina
Nena dame más (bum bum, a la bin bum ban)
(muevelo, muevelo)

Dando media vuelta
Bum bum
Otra vuelta más (muevelo, muevelo)
Bum bum
Y en cada esquina
Nena dame más (bum bum, a la bin bum ban)

..Paquitooooo..

Muevete mamita
Que me vuelvo loco
Emborrachadita de La Bomba estás
Cosa linda, cosa mona
Sube sube que la bomba va

Que noche movida
Intensamente vivida
Te vas quedando colgada
Inofensiva
Pura enamorada
Mira guapa
Sale volando la ropa
Sigue bailando (menealo, menealo) la luna
Luna gatuna (súbelo, súbelo)
Esa es La Bomba

(muevelo, muevelo)
Dando media vuelta
Bum bum
Otra vuelta más (muevelo, muevelo)
Bum bum
Y en cada esquina
Nena dame más (bum bum, a la bin bum ban)

(muevelo, muevelo)
Dando media vuelta
Bum bum
Otra vuelta más (muevelo, muevelo)
Bum bum
En cada esquina
Nena dame más (bum bum, a la bin bum ban)

Muevelo, muevelo
Muevelo, muevelo
Muevelo (bum bum) muevelo
Bum bum
Muevelo (bum bum) muevelo
Muevelo (bum bum) muevelo

Bum bum
Dando media vuelta
Bum bum
Y otra vuelta más (muevelo, muevelo)
Bum bum
En cada esquina
(nena dame..)
Nena dame más (muevelo, muevelo)

Bum bum
Dando media vuelta
Bum bum
Otra vuelta más (muevelo, muevelo)
Bum bum
En cada esquina
Nena dame más
Muevelo, muevelo."
1391,ML1392,Von Hertzen Brothers,Another worthless day,sad,"Music: Mikko von Hertzen
Words: Mikko von Hertzen

Silence
The world is still sleeping
Nobody but me and the candlelight
I see the shadow of the flame
My breathing makes it play
On your face my love on the picture
On the wall...

First sunray
The world is creeping in
Another lonely day with it standing on my way
The twinkle in your eye
Appears to me in light
Would you take my hand
And lead me through without a fight

Another worthless day
Nowhere to go nowhere to feel at home
Another lonely day
I need your love can't make it on my own

The paperboy comes by
With news that makes me cry"
1392,ML1393,Bone Thugs-N-Harmony,Weed Song,relaxed,"Krayzie Bone:
Take me, higher, higher, baby

Can you feel it (feel it, feel it, feel it)
Do you feel the same weed high that I do
'Cause I'm so high (reefer makes you feel that way)
And I feeling so right
Roll mo, roll mo, let's smoke, I got to get high

I been high since the last song (off that la, la, la, la, la, la, la)
And I just been smokin' and smokin'
Smoke another blunt, roll another up
You know that weed can really ease your mind
Every time I smoke a reefer that indo high makes me fly

If everybody smoked a blunt, relieve the mind, the world could be a better place
If everybody took a break and we all just got wasted
Float out (out, out out), smoked out (out, out, out), choked out (out, out,
Out), pull another O (out, out, out)
Let's get P-O-D-ded (P-O-D-ded, P-O-D-ded)

Bizzy Bone:
The weed can't get no better (no better baby)

Bizzy Bone:
20 dollar hollars, all day, everyday
Come around my way, we gone want to stay
Weed makes me hungry, happy, and all I can say
Sure I need some more
Don't make me wait, stay awake, fake sleep
Got the weed between the sheets
Catch me
Mary Jane bless me
Open up the dime, stimulate your mind, slide my thumb up the blunt
Open up to what you find in mari... juana
I've never been in high times (lovin' them high times)
I never been in high times (but could you tell me)
Am I high enough (am I high enough)
Am I high enough (am I high enough)

Wish Bone:
I remember being a little thug
Weed, really didn't know what it was
Then I took a puff and I realized
I should always stay high

The weed, the weed, makes me feel, all right (all right)
If you feel like I feel, I got half on your dime
If you got weed smoke it, I'm a real weed smoker
If it's mine then I would, since it's yours you could, you should

If I ain't there when you blaze a blunt nigga huh, please think of me
'Cause you know a nigga love to get high, high, high and free
Smokin' all night, feelin' all right, Bone Thugs get high, so high
High, high, all night, high, high, so high

Flesh-N-Bone:
Oh my, oh my, oh my, oh my my my my
I know you wonder why I do this love the sky
And I soar up so high
This mornin' I was in my bed
Bangin' and ringin' inside my head
I wanted to make love to you baby, but last night I got P-O-Ded instead
So baby don't go away, all I got to say
Is I gotta have you Mary J
Such a heavenly feelin' I get when I'm taking fat ass blunts to the brain
Oh darlin' I'm going insane and I wish we really can
Kick it at home in America, like it was on in Amsterdam
You heard that I'm, you heard I'm, nothin' but a, realer thug nigga
Nothin' less than a killa, I might if I'm makin' a scrilla
I never knew no one as live as the bone that kick as strong as me
Be rippin' the bong like me, can hit it as long as me

Layzie Bone:
When I need to free my mind
I can find, satisfaction in a bag of weed
Everything I need, leave it to the trees
It can make me feel better, and everyday I wake we
Be rollin' up blunts, and mo' blunts, and mo' blunts
And I, keep a case of swissha sweets in the trunk
So when I'm rollin', smokin', chokin', just floatin'
Through the city in the drop top
Glock cocked, rollin', just rollin'
Me and Mary Jane
That's my world, that's my thang
The way she penetrates my brain
Buddha, done blessed me with game
Good game, you wanna chop it up, we can kick it, smoke a phatty to the dome
Nigga lay high, thugged out, smokin', all, night, long

(Chorus till fade)"
